,0
num__core_inflation_index_mean8,8.304099500427394e-05
num__inflation_index_seasonally_adjusted_lag8,8.172493086607443e-05
num__year_lag2,7.577585716681653e-05
num__inflation_index_seasonally_adjusted_std4,7.400751623483348e-05
num__real_gdp_index_sa,6.814243931478713e-05
num__inflation_index_seasonally_adjusted_lag2,6.087735649998563e-05
num__quarter_lag1,5.262095059411405e-05
num__inflation_index_std4,5.0063909707534866e-05
num__nominal_gdp_index_lag4,4.877608971264853e-05
num__inflation_index_mean8,4.7282808415253914e-05
num__cos_q_lag3,4.7100673835674114e-05
num__real_gdp_index_lag4,4.637337239868044e-05
num__real_gdp_index_std12,4.463032253002501e-05
num__avg_annual_unemployment_rate_lag3,4.370205095714869e-05
num__real_gdp_index_lag6,3.9846075958735955e-05
num__cos_q_lag4,3.981671388679354e-05
num__cos_q_std8,3.857763321147643e-05
num__year_lag3,3.687099532947886e-05
num__sin_q_lag1,3.258894958895332e-05
num__avg_annual_unemployment_rate_mean12,3.255731804217007e-05
num__cos_q_std12,3.239759161329974e-05
num__cos_q_mean12,3.030924182497793e-05
num__ppi_mom_growth_lag6,3.0245974784867146e-05
num__quarter_lag8,2.988849421647471e-05
num__sin_q_std12,2.8098519597143158e-05
num__quarter_lag3,2.7653971869434462e-05
num__inflation_index_seasonally_adjusted_lag3,2.761704241431396e-05
num__cos_q_lag1,2.6785028389105474e-05
num__real_gdp_index_lag8,2.3869658090692846e-05
num__total_gdp_deflator_std12,2.3616061938029564e-05
num__industrial_production_index_std8,2.3138409974707348e-05
num__inflation_index_seasonally_adjusted_lag1,2.1665076323958662e-05
num__sin_q_lag3,2.1125787917263063e-05
num__inflation_index_seasonally_adjusted_mean4,1.7897303780852302e-05
num__quarter_qoq,1.759896930566713e-05
num__inflation_index_std8,1.6182469099557174e-05
num__total_gdp_deflator_std4,1.1737451644776045e-05
num__year_std4,5.091113554641436e-06
num__quarter_mean8,4.712250896266888e-06
num__cos_q_mean4,3.6525397926700116e-06
num__src_quarter_lag6,0.0
num__src_quarter_lag3,0.0
num__src_quarter_qoq,0.0
num__src_quarter_lag1,0.0
num__src_quarter_lag4,0.0
num__src_quarter_mean8,0.0
num__src_quarter_mean4,0.0
num__src_quarter_std12,0.0
num__quarter_mean4,0.0
num__sin_q_mean4,0.0
num__inflation_index_seasonally_adjusted_qoq,0.0
num__src_quarter,0.0
num__cos_q_std4,0.0
num__sin_q_mean8,0.0
num__src_quarter_std8,0.0
num__cos_q_yoy,0.0
num__src_quarter_lag8,0.0
num__src_quarter_yoy,0.0
num__sin_q_yoy,0.0
num__quarter_yoy,0.0
num__quarter_std4,0.0
num__src_quarter_mean12,0.0
num__src_quarter_std4,0.0
num__avg_annual_unemployment_rate_qoq,0.0
num__src_quarter_lag2,0.0
num__sin_q_std8,0.0
